type,hamming_distance,image_a,image_b,stem_a,stem_b,split_a,split_b
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000381_jpg.rf.fc747b86916c1a565a47e3f1b4a403ff.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000894_jpg.rf.d5285e22c352cf08676888fc94495d09.jpg,000381_jpg.rf.fc747b86916c1a565a47e3f1b4a403ff,000894_jpg.rf.d5285e22c352cf08676888fc94495d09,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000381_jpg.rf.fc747b86916c1a565a47e3f1b4a403ff.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001082_jpg.rf.6512382161a5bff24d0262b37e3172f6.jpg,000381_jpg.rf.fc747b86916c1a565a47e3f1b4a403ff,001082_jpg.rf.6512382161a5bff24d0262b37e3172f6,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000381_jpg.rf.fc747b86916c1a565a47e3f1b4a403ff.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001135_jpg.rf.343817995e7c86d3e811f7e8d29649a3.jpg,000381_jpg.rf.fc747b86916c1a565a47e3f1b4a403ff,001135_jpg.rf.343817995e7c86d3e811f7e8d29649a3,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000387_jpg.rf.e2617971c7f84ff0cc60440292f8a2a2.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001010_jpg.rf.8d44097313cafe3f925318e0dfebb301.jpg,000387_jpg.rf.e2617971c7f84ff0cc60440292f8a2a2,001010_jpg.rf.8d44097313cafe3f925318e0dfebb301,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000395_jpg.rf.ca35bc2c799be9a4c4c568cfb164f38c.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000778_jpg.rf.8839dbd5ad35bc3371f7b3826fa02b06.jpg,000395_jpg.rf.ca35bc2c799be9a4c4c568cfb164f38c,000778_jpg.rf.8839dbd5ad35bc3371f7b3826fa02b06,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000397_jpg.rf.4e8eaa10e22d01ded456976c40ca5df2.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000509_jpg.rf.a7f8b8542d726dc305e7209a5972b667.jpg,000397_jpg.rf.4e8eaa10e22d01ded456976c40ca5df2,000509_jpg.rf.a7f8b8542d726dc305e7209a5972b667,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000400_jpg.rf.53afda837b36810c29742223d720d061.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000690_jpg.rf.da9613f53e58d5686674ec60bf988d84.jpg,000400_jpg.rf.53afda837b36810c29742223d720d061,000690_jpg.rf.da9613f53e58d5686674ec60bf988d84,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000400_jpg.rf.53afda837b36810c29742223d720d061.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000989_jpg.rf.41efae86f90f4b0a1b1577ed4d547333.jpg,000400_jpg.rf.53afda837b36810c29742223d720d061,000989_jpg.rf.41efae86f90f4b0a1b1577ed4d547333,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000412_jpg.rf.4cf45ac730a2db582fcc6cf8cb6984e4.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000600_jpg.rf.6524c21f72a8d3308c668c7021571a73.jpg,000412_jpg.rf.4cf45ac730a2db582fcc6cf8cb6984e4,000600_jpg.rf.6524c21f72a8d3308c668c7021571a73,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000412_jpg.rf.4cf45ac730a2db582fcc6cf8cb6984e4.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000670_jpg.rf.724141b1d54e796fa43bfc9822775b42.jpg,000412_jpg.rf.4cf45ac730a2db582fcc6cf8cb6984e4,000670_jpg.rf.724141b1d54e796fa43bfc9822775b42,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000412_jpg.rf.4cf45ac730a2db582fcc6cf8cb6984e4.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000822_jpg.rf.2edf63100a864daabeb7d6e26afa67ad.jpg,000412_jpg.rf.4cf45ac730a2db582fcc6cf8cb6984e4,000822_jpg.rf.2edf63100a864daabeb7d6e26afa67ad,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000419_jpg.rf.37a638c099a93a271d1d3a95cb158cee.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000420_jpg.rf.059c11c1ac69d8aa12c664f2f4588a50.jpg,000419_jpg.rf.37a638c099a93a271d1d3a95cb158cee,000420_jpg.rf.059c11c1ac69d8aa12c664f2f4588a50,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000419_jpg.rf.37a638c099a93a271d1d3a95cb158cee.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000757_jpg.rf.1e77174484e98b04f1333dfd545aa2a0.jpg,000419_jpg.rf.37a638c099a93a271d1d3a95cb158cee,000757_jpg.rf.1e77174484e98b04f1333dfd545aa2a0,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000419_jpg.rf.37a638c099a93a271d1d3a95cb158cee.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001180_jpg.rf.66c9bc7f805a40b60d7989b5db66cba5.jpg,000419_jpg.rf.37a638c099a93a271d1d3a95cb158cee,001180_jpg.rf.66c9bc7f805a40b60d7989b5db66cba5,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000420_jpg.rf.059c11c1ac69d8aa12c664f2f4588a50.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000697_jpg.rf.376083236a4263773778ece0b4741250.jpg,000420_jpg.rf.059c11c1ac69d8aa12c664f2f4588a50,000697_jpg.rf.376083236a4263773778ece0b4741250,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000420_jpg.rf.059c11c1ac69d8aa12c664f2f4588a50.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001180_jpg.rf.66c9bc7f805a40b60d7989b5db66cba5.jpg,000420_jpg.rf.059c11c1ac69d8aa12c664f2f4588a50,001180_jpg.rf.66c9bc7f805a40b60d7989b5db66cba5,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000425_jpg.rf.d86e1e5e557e72d5dd516c375a3b18e3.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000730_jpg.rf.91f7c94a399782319c151a028289846e.jpg,000425_jpg.rf.d86e1e5e557e72d5dd516c375a3b18e3,000730_jpg.rf.91f7c94a399782319c151a028289846e,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000431_jpg.rf.7ac1c6a3b96a49d5f5e8bd82c020c003.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000903_jpg.rf.9c7448ee19ce6c44df0210f20641cd31.jpg,000431_jpg.rf.7ac1c6a3b96a49d5f5e8bd82c020c003,000903_jpg.rf.9c7448ee19ce6c44df0210f20641cd31,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000434_jpg.rf.62a43b54ca4080b89268373320adfb99.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001060_jpg.rf.0f7ccc1bd44375b89890063700fd9c63.jpg,000434_jpg.rf.62a43b54ca4080b89268373320adfb99,001060_jpg.rf.0f7ccc1bd44375b89890063700fd9c63,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000438_jpg.rf.2d32fdfbb643b9fda2e04d8ced71c305.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000525_jpg.rf.456bfba87e61e9d0f56c9015370b037e.jpg,000438_jpg.rf.2d32fdfbb643b9fda2e04d8ced71c305,000525_jpg.rf.456bfba87e61e9d0f56c9015370b037e,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000444_jpg.rf.5fd13c0ee64215b4006098d177b6a449.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000639_jpg.rf.1824055153ec82d5d3c99aa204e4420b.jpg,000444_jpg.rf.5fd13c0ee64215b4006098d177b6a449,000639_jpg.rf.1824055153ec82d5d3c99aa204e4420b,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000444_jpg.rf.5fd13c0ee64215b4006098d177b6a449.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000973_jpg.rf.5617f083a3dcc80b673d44b2f740f2e4.jpg,000444_jpg.rf.5fd13c0ee64215b4006098d177b6a449,000973_jpg.rf.5617f083a3dcc80b673d44b2f740f2e4,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000444_jpg.rf.5fd13c0ee64215b4006098d177b6a449.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001070_jpg.rf.646654c7ae72611f834717063bc18b7d.jpg,000444_jpg.rf.5fd13c0ee64215b4006098d177b6a449,001070_jpg.rf.646654c7ae72611f834717063bc18b7d,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000463_jpg.rf.758ecdf9989b50045543424f5a09b436.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000729_jpg.rf.d157d889acd73be4b7cfd02f8edcac95.jpg,000463_jpg.rf.758ecdf9989b50045543424f5a09b436,000729_jpg.rf.d157d889acd73be4b7cfd02f8edcac95,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000463_jpg.rf.758ecdf9989b50045543424f5a09b436.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001182_jpg.rf.5efed696d390d14210e24bcc3b707ab1.jpg,000463_jpg.rf.758ecdf9989b50045543424f5a09b436,001182_jpg.rf.5efed696d390d14210e24bcc3b707ab1,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000464_jpg.rf.e536ff0b7aef17cd4f3046e048f34bce.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000909_jpg.rf.d9696ab24fb15b000419f46b61a88767.jpg,000464_jpg.rf.e536ff0b7aef17cd4f3046e048f34bce,000909_jpg.rf.d9696ab24fb15b000419f46b61a88767,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000478_jpg.rf.1dbae0eb711824713c586b152ce22dc2.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000996_jpg.rf.0ad0e0fd03b7ff10543eb9ce3d65e821.jpg,000478_jpg.rf.1dbae0eb711824713c586b152ce22dc2,000996_jpg.rf.0ad0e0fd03b7ff10543eb9ce3d65e821,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000502_jpg.rf.4e13a83dae402bce482b759ea6eaa464.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000803_jpg.rf.6d5b620769de894f6ccbbf3fac59404c.jpg,000502_jpg.rf.4e13a83dae402bce482b759ea6eaa464,000803_jpg.rf.6d5b620769de894f6ccbbf3fac59404c,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000510_jpg.rf.7bfd0ed6fdc782b4cc8abdade73ccb39.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000563_jpg.rf.71a9d469b57f320aac94472dab43a24b.jpg,000510_jpg.rf.7bfd0ed6fdc782b4cc8abdade73ccb39,000563_jpg.rf.71a9d469b57f320aac94472dab43a24b,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000510_jpg.rf.7bfd0ed6fdc782b4cc8abdade73ccb39.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000763_jpg.rf.d4b67dac86e28f13a53d8fe602e0d6a9.jpg,000510_jpg.rf.7bfd0ed6fdc782b4cc8abdade73ccb39,000763_jpg.rf.d4b67dac86e28f13a53d8fe602e0d6a9,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000510_jpg.rf.7bfd0ed6fdc782b4cc8abdade73ccb39.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001056_jpg.rf.6bd2dfca5b9536235e5395b8077eea61.jpg,000510_jpg.rf.7bfd0ed6fdc782b4cc8abdade73ccb39,001056_jpg.rf.6bd2dfca5b9536235e5395b8077eea61,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000512_jpg.rf.4ec01c06825702697cffcf9fc22314c3.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000765_jpg.rf.25a86b94e78406ef3dfc81b3cd645be1.jpg,000512_jpg.rf.4ec01c06825702697cffcf9fc22314c3,000765_jpg.rf.25a86b94e78406ef3dfc81b3cd645be1,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000515_jpg.rf.7007ad17132c4131cfccfd36529dc4d5.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000759_jpg.rf.c5d754c9424ddcc69e2ca54e01caf106.jpg,000515_jpg.rf.7007ad17132c4131cfccfd36529dc4d5,000759_jpg.rf.c5d754c9424ddcc69e2ca54e01caf106,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000515_jpg.rf.7007ad17132c4131cfccfd36529dc4d5.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000799_jpg.rf.a5d0acee9fe158dde860f8bcf288b023.jpg,000515_jpg.rf.7007ad17132c4131cfccfd36529dc4d5,000799_jpg.rf.a5d0acee9fe158dde860f8bcf288b023,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000515_jpg.rf.7007ad17132c4131cfccfd36529dc4d5.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000869_jpg.rf.0c0d3031e7d210497eeef4f97e92da5d.jpg,000515_jpg.rf.7007ad17132c4131cfccfd36529dc4d5,000869_jpg.rf.0c0d3031e7d210497eeef4f97e92da5d,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000516_jpg.rf.7ac9c4879fe931bee6d6bbbbdb918304.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000795_jpg.rf.e5b9f0a8ab3aa98cf50b96b06c7586f0.jpg,000516_jpg.rf.7ac9c4879fe931bee6d6bbbbdb918304,000795_jpg.rf.e5b9f0a8ab3aa98cf50b96b06c7586f0,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000523_jpg.rf.71011e1e76c7644189cf806a56f04225.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000598_jpg.rf.296be87d77bf8747aadd6248e2dd5168.jpg,000523_jpg.rf.71011e1e76c7644189cf806a56f04225,000598_jpg.rf.296be87d77bf8747aadd6248e2dd5168,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000530_jpg.rf.4d189507b3de117deea1c94ccf1df52e.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000757_jpg.rf.1e77174484e98b04f1333dfd545aa2a0.jpg,000530_jpg.rf.4d189507b3de117deea1c94ccf1df52e,000757_jpg.rf.1e77174484e98b04f1333dfd545aa2a0,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000537_jpg.rf.81deffcd2b82af5bfe5fb2bfa92be0ac.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000577_jpg.rf.c5e2954f6e34d33eb4d9e61abc1ef17b.jpg,000537_jpg.rf.81deffcd2b82af5bfe5fb2bfa92be0ac,000577_jpg.rf.c5e2954f6e34d33eb4d9e61abc1ef17b,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000545_jpg.rf.439d5916e78615a3ee05eb3519e86d15.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000702_jpg.rf.69a5a2bf274be50dfb5997876b1a469e.jpg,000545_jpg.rf.439d5916e78615a3ee05eb3519e86d15,000702_jpg.rf.69a5a2bf274be50dfb5997876b1a469e,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000554_jpg.rf.f6f3c8e0cca8727e87ab7c6d005fb1e9.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000973_jpg.rf.5617f083a3dcc80b673d44b2f740f2e4.jpg,000554_jpg.rf.f6f3c8e0cca8727e87ab7c6d005fb1e9,000973_jpg.rf.5617f083a3dcc80b673d44b2f740f2e4,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000554_jpg.rf.f6f3c8e0cca8727e87ab7c6d005fb1e9.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001070_jpg.rf.646654c7ae72611f834717063bc18b7d.jpg,000554_jpg.rf.f6f3c8e0cca8727e87ab7c6d005fb1e9,001070_jpg.rf.646654c7ae72611f834717063bc18b7d,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000555_jpg.rf.cdad170345e0eb9f4d4aa4f2ee867b05.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001018_jpg.rf.abb190f26ed7cd92fbeec5259755bd99.jpg,000555_jpg.rf.cdad170345e0eb9f4d4aa4f2ee867b05,001018_jpg.rf.abb190f26ed7cd92fbeec5259755bd99,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000563_jpg.rf.71a9d469b57f320aac94472dab43a24b.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000763_jpg.rf.d4b67dac86e28f13a53d8fe602e0d6a9.jpg,000563_jpg.rf.71a9d469b57f320aac94472dab43a24b,000763_jpg.rf.d4b67dac86e28f13a53d8fe602e0d6a9,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000563_jpg.rf.71a9d469b57f320aac94472dab43a24b.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001059_jpg.rf.978856b83c7de90deae1d584c1a38c8d.jpg,000563_jpg.rf.71a9d469b57f320aac94472dab43a24b,001059_jpg.rf.978856b83c7de90deae1d584c1a38c8d,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000564_jpg.rf.474cb9f48e803fc9597680c5cd9a028d.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000829_jpg.rf.0245b631b9db0568133f5cc7e8cb53e8.jpg,000564_jpg.rf.474cb9f48e803fc9597680c5cd9a028d,000829_jpg.rf.0245b631b9db0568133f5cc7e8cb53e8,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000566_jpg.rf.777aefd066d28f580855398ad23efca3.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000645_jpg.rf.2d3dd3261ef1846d8252f2be20c3c0ac.jpg,000566_jpg.rf.777aefd066d28f580855398ad23efca3,000645_jpg.rf.2d3dd3261ef1846d8252f2be20c3c0ac,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000566_jpg.rf.777aefd066d28f580855398ad23efca3.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001073_jpg.rf.236df6fa2601789ac2033eaa776269f7.jpg,000566_jpg.rf.777aefd066d28f580855398ad23efca3,001073_jpg.rf.236df6fa2601789ac2033eaa776269f7,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000570_jpg.rf.a3d02cc947c31fb7e6135060cb5eb787.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000828_jpg.rf.05a266e7dc77f4d4a083f1b8700a83ac.jpg,000570_jpg.rf.a3d02cc947c31fb7e6135060cb5eb787,000828_jpg.rf.05a266e7dc77f4d4a083f1b8700a83ac,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000570_jpg.rf.a3d02cc947c31fb7e6135060cb5eb787.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001120_jpg.rf.bfcc8924b48d11ef574879f5f27abdf9.jpg,000570_jpg.rf.a3d02cc947c31fb7e6135060cb5eb787,001120_jpg.rf.bfcc8924b48d11ef574879f5f27abdf9,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000588_jpg.rf.deae24771bb55b822c71ac1ab2182eb0.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000797_jpg.rf.fb2fc751cbe37d676d84b1c42b6094aa.jpg,000588_jpg.rf.deae24771bb55b822c71ac1ab2182eb0,000797_jpg.rf.fb2fc751cbe37d676d84b1c42b6094aa,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000593_jpg.rf.f447aca8cd3e94596e29f12e358d9c50.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001130_jpg.rf.2fefdc83d3fecb99cb73fb9c74431a9a.jpg,000593_jpg.rf.f447aca8cd3e94596e29f12e358d9c50,001130_jpg.rf.2fefdc83d3fecb99cb73fb9c74431a9a,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000594_jpg.rf.eaf618de963eb9e6745960d876917c0e.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000943_jpg.rf.540c9c51da2b07abb9b14b7def6c4101.jpg,000594_jpg.rf.eaf618de963eb9e6745960d876917c0e,000943_jpg.rf.540c9c51da2b07abb9b14b7def6c4101,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000600_jpg.rf.6524c21f72a8d3308c668c7021571a73.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000822_jpg.rf.2edf63100a864daabeb7d6e26afa67ad.jpg,000600_jpg.rf.6524c21f72a8d3308c668c7021571a73,000822_jpg.rf.2edf63100a864daabeb7d6e26afa67ad,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000613_jpg.rf.61dd6cb809d3c908df034a1a9f758796.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000769_jpg.rf.789bc8a8c14bb19772963d635aba309c.jpg,000613_jpg.rf.61dd6cb809d3c908df034a1a9f758796,000769_jpg.rf.789bc8a8c14bb19772963d635aba309c,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000614_jpg.rf.e9bd7eba8e83420bbaee37336cf0e41e.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000680_jpg.rf.2a5ad81c44af8a13ff8f29a81f474086.jpg,000614_jpg.rf.e9bd7eba8e83420bbaee37336cf0e41e,000680_jpg.rf.2a5ad81c44af8a13ff8f29a81f474086,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000615_jpg.rf.e02e146e7e79a33737c6c7ce2f242c07.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001003_jpg.rf.a91a2b3c8f111cb63b62faffa41a4ffe.jpg,000615_jpg.rf.e02e146e7e79a33737c6c7ce2f242c07,001003_jpg.rf.a91a2b3c8f111cb63b62faffa41a4ffe,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000630_jpg.rf.8c7e09637a91611e4ade64bf782a1b10.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001197_jpg.rf.ebc4f0359916e8f9446f9773e1967bf7.jpg,000630_jpg.rf.8c7e09637a91611e4ade64bf782a1b10,001197_jpg.rf.ebc4f0359916e8f9446f9773e1967bf7,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000631_jpg.rf.6ee62d1772139a6c66b4a0006b66f0d4.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000930_jpg.rf.82e1928937824b6be505296f4b624180.jpg,000631_jpg.rf.6ee62d1772139a6c66b4a0006b66f0d4,000930_jpg.rf.82e1928937824b6be505296f4b624180,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000631_jpg.rf.6ee62d1772139a6c66b4a0006b66f0d4.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000947_jpg.rf.5bbcd6be253670530508ca368e68bfd4.jpg,000631_jpg.rf.6ee62d1772139a6c66b4a0006b66f0d4,000947_jpg.rf.5bbcd6be253670530508ca368e68bfd4,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000633_jpg.rf.9401b11a2c7b7b32b1e4488c710f2787.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001153_jpg.rf.c30ec879deb7f5536c7e6246e1b1b27c.jpg,000633_jpg.rf.9401b11a2c7b7b32b1e4488c710f2787,001153_jpg.rf.c30ec879deb7f5536c7e6246e1b1b27c,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000655_jpg.rf.1c68065d2e52a51490bd67c74bd02ff5.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000904_jpg.rf.199e07ad19152e202e4fea8d4d17ce43.jpg,000655_jpg.rf.1c68065d2e52a51490bd67c74bd02ff5,000904_jpg.rf.199e07ad19152e202e4fea8d4d17ce43,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000660_jpg.rf.458f6ed844bca1c452445bdfaea88319.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000906_jpg.rf.1866a9af43dc4bea8e7b1442b67feed0.jpg,000660_jpg.rf.458f6ed844bca1c452445bdfaea88319,000906_jpg.rf.1866a9af43dc4bea8e7b1442b67feed0,train,train
near_duplicate_dhash,3,water_datasets/Flow-Img.v2i.yolov8/train/images/000660_jpg.rf.458f6ed844bca1c452445bdfaea88319.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001089_jpg.rf.6358d7469aaeb5cfc4ea970a956d6d4e.jpg,000660_jpg.rf.458f6ed844bca1c452445bdfaea88319,001089_jpg.rf.6358d7469aaeb5cfc4ea970a956d6d4e,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000661_jpg.rf.0547c908ada91a0ae2ea8b90c6f61a36.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000883_jpg.rf.80c6ec01c020f428e7fc3fe97f08f419.jpg,000661_jpg.rf.0547c908ada91a0ae2ea8b90c6f61a36,000883_jpg.rf.80c6ec01c020f428e7fc3fe97f08f419,train,train
near_duplicate_dhash,5,water_datasets/Flow-Img.v2i.yolov8/train/images/000665_jpg.rf.313fe0d8511a98d77ff6452e8e3ac3e8.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000791_jpg.rf.c732ad9726ff591823ca640f77878811.jpg,000665_jpg.rf.313fe0d8511a98d77ff6452e8e3ac3e8,000791_jpg.rf.c732ad9726ff591823ca640f77878811,train,train
near_duplicate_dhash,4,water_datasets/Flow-Img.v2i.yolov8/train/images/000668_jpg.rf.67cf80d4125978a7675c13bb3228c55b.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000899_jpg.rf.ceb73d7e2696656fd87844e11814bbbf.jpg,000668_jpg.rf.67cf80d4125978a7675c13bb3228c55b,000899_jpg.rf.ceb73d7e2696656fd87844e11814bbbf,train,train
