type,hamming_distance,image_a,image_b,package_a,package_b,source_group_a,source_group_b,same_group,cross_package
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0561.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0566.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0563.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0571.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0565.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0569.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0567.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0597.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0567.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0606.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0567.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0611.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0568.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0571.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0572.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0575.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0581.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0583.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0584.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0586.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0586.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0592.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0586.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0594.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0591.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0599.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0605.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0617.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0605.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0621.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0605.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0625.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0605.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0629.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0607.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0612.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0608.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0617.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0608.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0621.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0609.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0613.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0614.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0639.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0617.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0622.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0618.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0649.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0621.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0622.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0622.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0625.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0622.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0629.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0627.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0635.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0628.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0631.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0628.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0636.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0628.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0652.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0628.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0656.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0628.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0660.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0631.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0646.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0631.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0652.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0631.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0660.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0634.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0726.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0635.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0642.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0635.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0645.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0636.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0646.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0636.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0652.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0636.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0660.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0640.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0645.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0642.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0645.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0646.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0652.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0646.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0656.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0646.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0660.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0648.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0658.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0648.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0662.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0651.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0699.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0652.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0656.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0656.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0660.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0658.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0662.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0661.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0665.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0665.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0668.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0666.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0675.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0667.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0669.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0672.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0675.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0673.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0690.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0674.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0742.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0675.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0678.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0675.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0686.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0675.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0696.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0676.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0680.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0677.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0690.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0678.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0686.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0678.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0696.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0678.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0701.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0682.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0742.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0686.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0701.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0688.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0698.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0688.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0707.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0692.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0710.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0694.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0704.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0698.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0795.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0700.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0703.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0707.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0795.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0711.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0789.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0713.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0723.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0715.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0718.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0716.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0734.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0720.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0724.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0722.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0727.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0722.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0786.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0725.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0733.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0725.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0781.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0725.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0785.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0727.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0790.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0731.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0740.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0732.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0736.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0732.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0741.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0733.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0781.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0733.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0785.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0737.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0742.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0738.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0743.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0738.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0753.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0738.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0773.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0738.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0781.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0738.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0785.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0743.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0760.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0743.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0770.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0743.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0778.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0744.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0751.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0744.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0784.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0745.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0769.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0749.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0760.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0749.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0770.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0749.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0773.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0749.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0778.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0750.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0764.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,5,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0753.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0760.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0753.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0770.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0753.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0778.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0754.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0757.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,4,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0754.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0760.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0754.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0766.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0755.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0764.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0757.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0758.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,3,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0757.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0760.jpg,package1,package1,image,image,True,False
