type,hamming_distance,image_a,image_b,stem_a,stem_b,session_a,session_b,same_session
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic258.jpg,water_datasets/TUD-GV/images/exp16_pic311.jpg,exp16_pic258,exp16_pic311,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic258.jpg,water_datasets/TUD-GV/images/exp16_pic312.jpg,exp16_pic258,exp16_pic312,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic258.jpg,water_datasets/TUD-GV/images/exp16_pic313.jpg,exp16_pic258,exp16_pic313,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic260.jpg,water_datasets/TUD-GV/images/exp16_pic299.jpg,exp16_pic260,exp16_pic299,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic262.jpg,water_datasets/TUD-GV/images/exp16_pic270.jpg,exp16_pic262,exp16_pic270,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic262.jpg,water_datasets/TUD-GV/images/exp16_pic271.jpg,exp16_pic262,exp16_pic271,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic262.jpg,water_datasets/TUD-GV/images/exp16_pic275.jpg,exp16_pic262,exp16_pic275,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic262.jpg,water_datasets/TUD-GV/images/exp16_pic276.jpg,exp16_pic262,exp16_pic276,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic262.jpg,water_datasets/TUD-GV/images/exp16_pic285.jpg,exp16_pic262,exp16_pic285,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic262.jpg,water_datasets/TUD-GV/images/exp16_pic287.jpg,exp16_pic262,exp16_pic287,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic262.jpg,water_datasets/TUD-GV/images/exp16_pic289.jpg,exp16_pic262,exp16_pic289,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic262.jpg,water_datasets/TUD-GV/images/exp16_pic291.jpg,exp16_pic262,exp16_pic291,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic262.jpg,water_datasets/TUD-GV/images/exp16_pic296.jpg,exp16_pic262,exp16_pic296,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic262.jpg,water_datasets/TUD-GV/images/exp16_pic298.jpg,exp16_pic262,exp16_pic298,exp16,exp16,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp16_pic262.jpg,water_datasets/TUD-GV/images/exp16_pic299.jpg,exp16_pic262,exp16_pic299,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic262.jpg,water_datasets/TUD-GV/images/exp16_pic301.jpg,exp16_pic262,exp16_pic301,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic262.jpg,water_datasets/TUD-GV/images/exp16_pic313.jpg,exp16_pic262,exp16_pic313,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic270.jpg,water_datasets/TUD-GV/images/exp16_pic299.jpg,exp16_pic270,exp16_pic299,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic271.jpg,water_datasets/TUD-GV/images/exp16_pic299.jpg,exp16_pic271,exp16_pic299,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic272.jpg,water_datasets/TUD-GV/images/exp16_pic299.jpg,exp16_pic272,exp16_pic299,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic275.jpg,water_datasets/TUD-GV/images/exp16_pic299.jpg,exp16_pic275,exp16_pic299,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic276.jpg,water_datasets/TUD-GV/images/exp16_pic299.jpg,exp16_pic276,exp16_pic299,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic285.jpg,water_datasets/TUD-GV/images/exp16_pic299.jpg,exp16_pic285,exp16_pic299,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic287.jpg,water_datasets/TUD-GV/images/exp16_pic299.jpg,exp16_pic287,exp16_pic299,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic289.jpg,water_datasets/TUD-GV/images/exp16_pic299.jpg,exp16_pic289,exp16_pic299,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic291.jpg,water_datasets/TUD-GV/images/exp16_pic299.jpg,exp16_pic291,exp16_pic299,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic299.jpg,water_datasets/TUD-GV/images/exp16_pic309.jpg,exp16_pic299,exp16_pic309,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic299.jpg,water_datasets/TUD-GV/images/exp16_pic311.jpg,exp16_pic299,exp16_pic311,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp16_pic299.jpg,water_datasets/TUD-GV/images/exp16_pic312.jpg,exp16_pic299,exp16_pic312,exp16,exp16,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp18_pic104.jpg,water_datasets/TUD-GV/images/exp18_pic116.jpg,exp18_pic104,exp18_pic116,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic104.jpg,water_datasets/TUD-GV/images/exp18_pic128.jpg,exp18_pic104,exp18_pic128,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic104.jpg,water_datasets/TUD-GV/images/exp18_pic130.jpg,exp18_pic104,exp18_pic130,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic104.jpg,water_datasets/TUD-GV/images/exp18_pic194.jpg,exp18_pic104,exp18_pic194,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic110.jpg,water_datasets/TUD-GV/images/exp18_pic128.jpg,exp18_pic110,exp18_pic128,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic110.jpg,water_datasets/TUD-GV/images/exp18_pic130.jpg,exp18_pic110,exp18_pic130,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic110.jpg,water_datasets/TUD-GV/images/exp18_pic178.jpg,exp18_pic110,exp18_pic178,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic110.jpg,water_datasets/TUD-GV/images/exp18_pic180.jpg,exp18_pic110,exp18_pic180,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic110.jpg,water_datasets/TUD-GV/images/exp18_pic194.jpg,exp18_pic110,exp18_pic194,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic110.jpg,water_datasets/TUD-GV/images/exp18_pic308.jpg,exp18_pic110,exp18_pic308,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic110.jpg,water_datasets/TUD-GV/images/exp18_pic381.jpg,exp18_pic110,exp18_pic381,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic116.jpg,water_datasets/TUD-GV/images/exp18_pic128.jpg,exp18_pic116,exp18_pic128,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic116.jpg,water_datasets/TUD-GV/images/exp18_pic130.jpg,exp18_pic116,exp18_pic130,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic116.jpg,water_datasets/TUD-GV/images/exp18_pic178.jpg,exp18_pic116,exp18_pic178,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic116.jpg,water_datasets/TUD-GV/images/exp18_pic180.jpg,exp18_pic116,exp18_pic180,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic116.jpg,water_datasets/TUD-GV/images/exp18_pic183.jpg,exp18_pic116,exp18_pic183,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic116.jpg,water_datasets/TUD-GV/images/exp18_pic194.jpg,exp18_pic116,exp18_pic194,exp18,exp18,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp18_pic119.jpg,water_datasets/TUD-GV/images/exp18_pic128.jpg,exp18_pic119,exp18_pic128,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic119.jpg,water_datasets/TUD-GV/images/exp18_pic130.jpg,exp18_pic119,exp18_pic130,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic119.jpg,water_datasets/TUD-GV/images/exp18_pic144.jpg,exp18_pic119,exp18_pic144,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic119.jpg,water_datasets/TUD-GV/images/exp18_pic175.jpg,exp18_pic119,exp18_pic175,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic119.jpg,water_datasets/TUD-GV/images/exp18_pic176.jpg,exp18_pic119,exp18_pic176,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic119.jpg,water_datasets/TUD-GV/images/exp18_pic178.jpg,exp18_pic119,exp18_pic178,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic119.jpg,water_datasets/TUD-GV/images/exp18_pic180.jpg,exp18_pic119,exp18_pic180,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic119.jpg,water_datasets/TUD-GV/images/exp18_pic182.jpg,exp18_pic119,exp18_pic182,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic119.jpg,water_datasets/TUD-GV/images/exp18_pic184.jpg,exp18_pic119,exp18_pic184,exp18,exp18,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp18_pic119.jpg,water_datasets/TUD-GV/images/exp18_pic194.jpg,exp18_pic119,exp18_pic194,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic119.jpg,water_datasets/TUD-GV/images/exp18_pic228.jpg,exp18_pic119,exp18_pic228,exp18,exp18,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp18_pic123.jpg,water_datasets/TUD-GV/images/exp18_pic128.jpg,exp18_pic123,exp18_pic128,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic123.jpg,water_datasets/TUD-GV/images/exp18_pic130.jpg,exp18_pic123,exp18_pic130,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic123.jpg,water_datasets/TUD-GV/images/exp18_pic144.jpg,exp18_pic123,exp18_pic144,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic123.jpg,water_datasets/TUD-GV/images/exp18_pic175.jpg,exp18_pic123,exp18_pic175,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic123.jpg,water_datasets/TUD-GV/images/exp18_pic176.jpg,exp18_pic123,exp18_pic176,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic123.jpg,water_datasets/TUD-GV/images/exp18_pic178.jpg,exp18_pic123,exp18_pic178,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic123.jpg,water_datasets/TUD-GV/images/exp18_pic180.jpg,exp18_pic123,exp18_pic180,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic123.jpg,water_datasets/TUD-GV/images/exp18_pic182.jpg,exp18_pic123,exp18_pic182,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic123.jpg,water_datasets/TUD-GV/images/exp18_pic184.jpg,exp18_pic123,exp18_pic184,exp18,exp18,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp18_pic123.jpg,water_datasets/TUD-GV/images/exp18_pic194.jpg,exp18_pic123,exp18_pic194,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic123.jpg,water_datasets/TUD-GV/images/exp18_pic228.jpg,exp18_pic123,exp18_pic228,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic128.jpg,water_datasets/TUD-GV/images/exp18_pic130.jpg,exp18_pic128,exp18_pic130,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic128.jpg,water_datasets/TUD-GV/images/exp18_pic178.jpg,exp18_pic128,exp18_pic178,exp18,exp18,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp18_pic130.jpg,water_datasets/TUD-GV/images/exp18_pic133.jpg,exp18_pic130,exp18_pic133,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic144.jpg,water_datasets/TUD-GV/images/exp18_pic177.jpg,exp18_pic144,exp18_pic177,exp18,exp18,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp18_pic144.jpg,water_datasets/TUD-GV/images/exp18_pic178.jpg,exp18_pic144,exp18_pic178,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic144.jpg,water_datasets/TUD-GV/images/exp18_pic182.jpg,exp18_pic144,exp18_pic182,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic144.jpg,water_datasets/TUD-GV/images/exp18_pic183.jpg,exp18_pic144,exp18_pic183,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic144.jpg,water_datasets/TUD-GV/images/exp18_pic200.jpg,exp18_pic144,exp18_pic200,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic144.jpg,water_datasets/TUD-GV/images/exp18_pic217.jpg,exp18_pic144,exp18_pic217,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic144.jpg,water_datasets/TUD-GV/images/exp18_pic220.jpg,exp18_pic144,exp18_pic220,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic144.jpg,water_datasets/TUD-GV/images/exp18_pic231.jpg,exp18_pic144,exp18_pic231,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic144.jpg,water_datasets/TUD-GV/images/exp18_pic301.jpg,exp18_pic144,exp18_pic301,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic144.jpg,water_datasets/TUD-GV/images/exp18_pic303.jpg,exp18_pic144,exp18_pic303,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic144.jpg,water_datasets/TUD-GV/images/exp18_pic306.jpg,exp18_pic144,exp18_pic306,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic144.jpg,water_datasets/TUD-GV/images/exp18_pic308.jpg,exp18_pic144,exp18_pic308,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic175.jpg,water_datasets/TUD-GV/images/exp18_pic176.jpg,exp18_pic175,exp18_pic176,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic176.jpg,water_datasets/TUD-GV/images/exp18_pic178.jpg,exp18_pic176,exp18_pic178,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic176.jpg,water_datasets/TUD-GV/images/exp18_pic294.jpg,exp18_pic176,exp18_pic294,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic177.jpg,water_datasets/TUD-GV/images/exp18_pic182.jpg,exp18_pic177,exp18_pic182,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic177.jpg,water_datasets/TUD-GV/images/exp18_pic217.jpg,exp18_pic177,exp18_pic217,exp18,exp18,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp18_pic178.jpg,water_datasets/TUD-GV/images/exp18_pic182.jpg,exp18_pic178,exp18_pic182,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic178.jpg,water_datasets/TUD-GV/images/exp18_pic183.jpg,exp18_pic178,exp18_pic183,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic178.jpg,water_datasets/TUD-GV/images/exp18_pic184.jpg,exp18_pic178,exp18_pic184,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic178.jpg,water_datasets/TUD-GV/images/exp18_pic194.jpg,exp18_pic178,exp18_pic194,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic178.jpg,water_datasets/TUD-GV/images/exp18_pic200.jpg,exp18_pic178,exp18_pic200,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic178.jpg,water_datasets/TUD-GV/images/exp18_pic217.jpg,exp18_pic178,exp18_pic217,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic178.jpg,water_datasets/TUD-GV/images/exp18_pic220.jpg,exp18_pic178,exp18_pic220,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic178.jpg,water_datasets/TUD-GV/images/exp18_pic228.jpg,exp18_pic178,exp18_pic228,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic178.jpg,water_datasets/TUD-GV/images/exp18_pic232.jpg,exp18_pic178,exp18_pic232,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic178.jpg,water_datasets/TUD-GV/images/exp18_pic251.jpg,exp18_pic178,exp18_pic251,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic178.jpg,water_datasets/TUD-GV/images/exp18_pic265.jpg,exp18_pic178,exp18_pic265,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic178.jpg,water_datasets/TUD-GV/images/exp18_pic303.jpg,exp18_pic178,exp18_pic303,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic178.jpg,water_datasets/TUD-GV/images/exp18_pic306.jpg,exp18_pic178,exp18_pic306,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic178.jpg,water_datasets/TUD-GV/images/exp18_pic308.jpg,exp18_pic178,exp18_pic308,exp18,exp18,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic183.jpg,exp18_pic182,exp18_pic183,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic184.jpg,exp18_pic182,exp18_pic184,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic194.jpg,exp18_pic182,exp18_pic194,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic195.jpg,exp18_pic182,exp18_pic195,exp18,exp18,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic200.jpg,exp18_pic182,exp18_pic200,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic203.jpg,exp18_pic182,exp18_pic203,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic205.jpg,exp18_pic182,exp18_pic205,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic209.jpg,exp18_pic182,exp18_pic209,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic217.jpg,exp18_pic182,exp18_pic217,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic220.jpg,exp18_pic182,exp18_pic220,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic228.jpg,exp18_pic182,exp18_pic228,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic231.jpg,exp18_pic182,exp18_pic231,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic232.jpg,exp18_pic182,exp18_pic232,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic241.jpg,exp18_pic182,exp18_pic241,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic248.jpg,exp18_pic182,exp18_pic248,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic251.jpg,exp18_pic182,exp18_pic251,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic252.jpg,exp18_pic182,exp18_pic252,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic253.jpg,exp18_pic182,exp18_pic253,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic258.jpg,exp18_pic182,exp18_pic258,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic259.jpg,exp18_pic182,exp18_pic259,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic265.jpg,exp18_pic182,exp18_pic265,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic290.jpg,exp18_pic182,exp18_pic290,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic294.jpg,exp18_pic182,exp18_pic294,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic306.jpg,exp18_pic182,exp18_pic306,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic308.jpg,exp18_pic182,exp18_pic308,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic182.jpg,water_datasets/TUD-GV/images/exp18_pic381.jpg,exp18_pic182,exp18_pic381,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic183.jpg,water_datasets/TUD-GV/images/exp18_pic184.jpg,exp18_pic183,exp18_pic184,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic183.jpg,water_datasets/TUD-GV/images/exp18_pic194.jpg,exp18_pic183,exp18_pic194,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic183.jpg,water_datasets/TUD-GV/images/exp18_pic200.jpg,exp18_pic183,exp18_pic200,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic183.jpg,water_datasets/TUD-GV/images/exp18_pic203.jpg,exp18_pic183,exp18_pic203,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic183.jpg,water_datasets/TUD-GV/images/exp18_pic205.jpg,exp18_pic183,exp18_pic205,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic183.jpg,water_datasets/TUD-GV/images/exp18_pic217.jpg,exp18_pic183,exp18_pic217,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic183.jpg,water_datasets/TUD-GV/images/exp18_pic228.jpg,exp18_pic183,exp18_pic228,exp18,exp18,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp18_pic183.jpg,water_datasets/TUD-GV/images/exp18_pic232.jpg,exp18_pic183,exp18_pic232,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic183.jpg,water_datasets/TUD-GV/images/exp18_pic251.jpg,exp18_pic183,exp18_pic251,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic183.jpg,water_datasets/TUD-GV/images/exp18_pic265.jpg,exp18_pic183,exp18_pic265,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic184.jpg,water_datasets/TUD-GV/images/exp18_pic194.jpg,exp18_pic184,exp18_pic194,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic184.jpg,water_datasets/TUD-GV/images/exp18_pic200.jpg,exp18_pic184,exp18_pic200,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic184.jpg,water_datasets/TUD-GV/images/exp18_pic227.jpg,exp18_pic184,exp18_pic227,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic184.jpg,water_datasets/TUD-GV/images/exp18_pic228.jpg,exp18_pic184,exp18_pic228,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic184.jpg,water_datasets/TUD-GV/images/exp18_pic231.jpg,exp18_pic184,exp18_pic231,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic184.jpg,water_datasets/TUD-GV/images/exp18_pic233.jpg,exp18_pic184,exp18_pic233,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic184.jpg,water_datasets/TUD-GV/images/exp18_pic241.jpg,exp18_pic184,exp18_pic241,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic184.jpg,water_datasets/TUD-GV/images/exp18_pic248.jpg,exp18_pic184,exp18_pic248,exp18,exp18,True
near_duplicate_dhash,4,water_datasets/TUD-GV/images/exp18_pic184.jpg,water_datasets/TUD-GV/images/exp18_pic251.jpg,exp18_pic184,exp18_pic251,exp18,exp18,True
near_duplicate_dhash,3,water_datasets/TUD-GV/images/exp18_pic184.jpg,water_datasets/TUD-GV/images/exp18_pic252.jpg,exp18_pic184,exp18_pic252,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic184.jpg,water_datasets/TUD-GV/images/exp18_pic253.jpg,exp18_pic184,exp18_pic253,exp18,exp18,True
near_duplicate_dhash,5,water_datasets/TUD-GV/images/exp18_pic184.jpg,water_datasets/TUD-GV/images/exp18_pic258.jpg,exp18_pic184,exp18_pic258,exp18,exp18,True
